id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
http://www.jstor.org/stable/26394839,From Structuralism to Culturalism,International Review of Social History,2016,,article,research-article,jstor,,01/04/2016,1,61,http://www.jstor.org/stable/26394839,Thomas Lindenberger,Cambridge University Press,eng,11,34,,german; thomas lindenberger; history; social; historians; making; thompson; social history; social historians; dieter groh,11069,24,unigrams; bigrams; trigrams,,,,,
ark://27927/phzjt3snn0s,Trump's Savage Capitalism: The Nightmare is Real,World Policy Journal,2017,,article,,portico,,01/04/2017,1,34,,Enzo Traverso,Project MUSE,eng,13,17,,fascist; capitalism; savage capitalism; populist demagogue; xenophobic; mussolini; political; authoritarian; unlike mussolini; donald trump,2392,5,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/j.ctt1n2txnx,Austrian Lives,,2012,,book,book,jstor,,01/01/2012,,21,http://www.jstor.org/stable/j.ctt1n2txnx,Günter Bischof; Fritz Plasser; Eva Maltschnig,University of New Orleans Press,eng,,,New Orleans,alois prokosch; doku bruckner; stmkla prokosch; soldiers; josef bruckner; austrian; ersten weltkrieg; theofil reiss; doku reiss; bruckner entry,191057,,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/jj.15238520.4,Preface,Europeanization in Sweden: Opportunities and Challenges for Civil Society Organizations,2019,,chapter,preface,jstor,,01/01/2019,,10,http://www.jstor.org/stable/jj.15238520.4,Carlo Ruzza; Anna Meeuwisse; Roberto Scaramuzzino,Berghahn Books,eng,ix,xv,NEW YORK,europeanization; organized civil; organizations; embeddedness; access library; governance; swedish; swedish civil; ulrika levander; resale,2963,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pbd823d2n6,"11. The First Phase of a Long Defascistization, 19411945","Fascism in Spain, 19231977",1999,,chapter,,portico,,01/01/1999,,,,Stanley G. Payne,University of Wisconsin Press,eng,363,398,,arrese; franco; serrano; munoz grandes; falange espanola; carrero; carrero blanco; three falange; serrano stiner; three falange espanola,15235,36,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/43697386,Progressive Participation and Transnational Activism in the Catholic Church after Vatican II: The Dutch and West German Examples,Journal of Contemporary History,2015,,article,research-article,jstor,,01/07/2015,3,50,http://www.jstor.org/stable/43697386,Chris Dols; Benjamin Ziemann,"Sage Publications, Ltd.",eng,465,485,,liberation theology; church; catholics; pastoral; bishops; priests; german catholics; german; septuagint; ziemann,11047,21,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/20047693,"A History of Fascism, 1914-1945",Foreign Affairs,1996,,article,book-review,jstor,,01/07/1996,4,75,http://www.jstor.org/stable/20047693,Stanley Hoffmann; Stanley G. Payne; Roger Eatwell; Walter Laqueur,Council on Foreign Relations,eng,148,149,,fascism; distinguish fascism; zeev sternhell; fascisms fiasco; sternhell insofar; laqueur newyork; laqueur skeptical; neofascist movements; eatwell covers; historian zeev,493,2,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj13gxcxb,2. The Optics Of Desire,The Queer Art of History,2023,,chapter,,portico,,01/01/2023,,,,"Evans, Jennifer V.",Duke University Press,eng,,,,tobias; queer kinship; erotic; images; desire; homoerotic; herbert tobias; manfred; photography; sexual,13299,34,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/45157323,POLITICAL CURRICULUM CONCEPTS,Counterpoints,2016,,article,research-article,jstor,,01/01/2016,,498,http://www.jstor.org/stable/45157323,Marla Morris,Peter Lang AG,eng,245,293,,gramsci; derrida; curriculum; fascism; freire; neoliberalism; scholars; studies guidebooks; curriculum studies; governmentality,20347,49,unigrams; bigrams; trigrams,,,,,
ark://27927/pjc8j34t65,Concept Misformation in the Age of Democratic Anxiety: Recent Temptations and Their Downsides,World Politics,2024,10.1353/wp.2024.a933072,article,Article,portico,,23/07/2024,3,76,http://doi.org/10.1353/wp.2024.a933072,Kurt Weyland,Project MUSE,eng,594,637,,concept creep; fascism; concept misformation; levitsky; democracy; diminished subtypes; conceptual; scholars; political; conceptual stretching,22081,44,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/j.ctv5vdd75.10,References,"Politicizing Digital Space: Theory, The Internet, and Renewing Democracy",2017,,chapter,references,jstor,,01/01/2017,,3,http://www.jstor.org/stable/j.ctv5vdd75.10,Trevor Garrison Smith,University of Westminster Press,eng,133,144,London,internet; democracy; london verso; translated; politics; public sphere; hannah arendt; politicizing digital; arab spring; university,3586,11,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjcbdx05mh,Far-right digital memory activism: Transnational circulation of memes and memory of Yugoslav wars,Memory Studies,2024,10.1177/17506980231155596,article,research-article,portico,,01/08/2024,4,17,http://doi.org/10.1177/17506980231155596,Katarina Ristić,SAGE Publications,eng,741,756,,memory; memory activism; remove kebab; yugoslav wars; digital; memory studies; serbia; memetic; genocide; karadžić,10720,16,unigram; bigram; trigram,,,,,
ark://27927/pjc1cpdpqm7,Book Review: Jadwiga Biskupska: Survivors: Warsaw Under Nazi Occupation,Journal of European Studies,2024,10.1177/00472441241279947e,article,book-review,portico,,01/09/2024,3,54,http://doi.org/10.1177/00472441241279947e,Katarzyna Zechenter,SAGE Publications,eng,350,352,,warsaw; nazi germany; nordic; warsaw ghetto; fascism; polish; uprising; ghetto uprising; warsaw uprising; poland,1894,3,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/153438,Postcommunism,Europe-Asia Studies,2000,,article,book-review,jstor,,01/03/2000,2,52,http://www.jstor.org/stable/153438,Leslie Holmes; Richard Sakwa,"Taylor & Francis, Ltd.",eng,371,372,,communist; sakwa sensibly; postcommunism; sensibly argues; sakwa postcommunism; sakwa sensibly argues; sakwa summarises; nationalistic nationalising; communism sakwa; whetting appetites,958,2,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbgj5xd1xk,Unspoken Legacies of Fascism in Italy,Current History,2023,10.1525/curh.2023.122.842.115,article,research-article,portico,,01/03/2023,842,122,http://doi.org/10.1525/curh.2023.122.842.115,Maddalena Gretel Cammelli,University of California Press,eng,115,117,,fascist; fascist legacy; giorgia meloni; meloni; maddalena gretel; italian; fascist past; millennium fascists; unspoken legacies; political,1990,3,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/10.7591/j.ctt1287dgh,Speaking the Unspeakable in Postwar Germany,,2014,,book,book,jstor,,01/01/2014,,,http://www.jstor.org/stable/10.7591/j.ctt1287dgh,Sonja Boos,Cornell University Library,eng,,,"Ithaca, NY",arendt; hannah arendt; lessing prize; public; speech; gesine; public realm; jaspers; twar germany; karl jaspers,110636,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjbcbxz8tdh,Issue Matter,Agora,2020,,article,null,portico,,28/11/2020,01-Feb,38,,,Universitetsforlaget / Scandinavian University Press,eng,,,,populisme; folket; populisme som; politiske; hvorfor populisme; dette nummeret; mellom; har blitt; knyttet til; eliten,274119,606,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/420707,Preliminary Program of the 1996 Annual Meeting,PS: Political Science and Politics,1996,,article,misc,jstor,,01/06/1996,2,29,http://www.jstor.org/stable/420707,,American Political Science Association,eng,257,405,,roundtable; politics; inequality; business meeting; policy; politics thu; international; meeting fri; equality; public,100652,124,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbh3tccmdq,"Deconstructivist rhizome talk, the elite's secret language, its psychological function and its underlying theory",Journal of Evaluation in Clinical Practice,2023,10.1111/jep.13835,article,commentary,portico,,01/08/2023,5,29,http://doi.org/10.1111/jep.13835, Dr rer nat;  Dr med; Thomas Fröhlich Diplom Biologe,"John Wiley & Sons, Inc.",eng,716,720,,oriented research; deconstructivist; narcissistic; noble savage; guattari; nomad science; secret language; participatory research; deleuze; patient,4739,5,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/261128,Front Matter,Journal of Contemporary History,2001,,article,misc,jstor,,01/01/2001,1,36,http://www.jstor.org/stable/261128,,"Sage Publications, Ltd.",eng,3,152,,sage publications; fascism; history; joanna bourke; contemporary history; walter laqueur; abstracts; patrizia dogliani; ludmilla jordanova; siena college,972,5,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbhmnb1hk8,Apoliticism,Philosophy and Global Affairs,2023,,article,article,portico,,01/01/2023,1,3,,Mihály Szilágyi-Gál,Philosophy Documentation Center,eng,3,19,,political; antipolitics; schedler; andreas schedler; modern antipolitics; hindess; indifferent; global affairs; arendt; toward politics,8219,17,unigram; bigram; trigram,,,,,
ark://27927/phzd0w795wx,&quot;Subaltern Nationalism&quot; and the West Berlin Anti-Authoritarians,German Politics & Society,2008,10.3167/gps.2008.260103,article,,portico,,01/03/2008,1,26,http://doi.org/10.3167/gps.2008.260103,Jennifer Ruth Hosek,Berghahn,eng,57,81,,anti authoritarians; subaltern nationalism; kraushaar; berlin; see note; jennifer ruth; guevara; rudi dutschke; wolfgang kraushaar; berlin anti authoritarians,9269,25,unigram; bigram; trigram,,,,,
ark://27927/pjbcmtzsndz,Imagining a World without the Universal Declaration of Human Rights,World Politics,2022,,article,Article,portico,,16/07/2022,3,74,,Zachary Elkins; Tom Ginsburg,Project MUSE,eng,327,366,,rights; constitutions; drafters; world polit; without the udhr; national constitutions; imagining; morsink; formative; udhr drafters,17830,40,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/10.7591/j.ctt1287dgh.15,Index,Speaking the Unspeakable in Postwar Germany: Toward a Public Discourse on the Holocaust,2014,,chapter,index,jstor,,01/01/2014,,,http://www.jstor.org/stable/10.7591/j.ctt1287dgh.15,Sonja Boos,Cornell University Library,eng,225,229,"Ithaca, NY",public sphere; büchner prize; szondi; arendt hannah; lessing; benveniste émile; prize address; darstellung darstellbarkeit; speech; goebbels josef,3259,4,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/827799,Santa Monica of the Turn: Catastrophe and Commitment in an Autobiography of Collaboration,New German Critique,2001,,article,research-article,jstor,,01/10/2001,84,,http://www.jstor.org/stable/827799,Benjamin Robinson,New German Critique,eng,89,128,,christa wolf; socialist; benjamin robinson; catastrophe; raddatz; vollmer; catastrophe and commitment; heiner muiller; commitment; political,17378,40,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbmxjk0wd2,PREFACE TO THE PAPERBACK EDITION,From Fascism to Populism in History,2019,,chapter,,portico,,20/08/2019,,,,Federico Finchelstein,University of California Press,eng,ix,xxviii,,populism; fascism; populists; paperback; preface; fascists; people; political; racist; new populism,7009,20,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/48602335,Coming Together or Growing Apart? Western Europe and the United States,Democracy and Security,2014,,article,research-article,jstor,,01/04/2014,2,10,http://www.jstor.org/stable/48602335,Leonard Weinberg; Susanne Martin,"Taylor & Francis, Ltd.",eng,156,173,,political; western europe; growing apart; democratic; sidney tarrow; wing populism; united; american; states; parties,7877,18,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbjs9xvj0q,Introduction,The bad German and the good Italian,2023,,chapter,,portico,,01/01/2023,,,,"Focardi, Filippo; Barnaby, Paul",Manchester University Press,eng,,,,fascist; italian; german; bari laterza; turin einaudi; memory; memoria; bad german; rome bari; resistenza,8922,19,unigram; bigram; trigram,,,,,
ark://27927/pjc1c7851s7,4. The Fascism in the Heads,The Question of Unworthy Life,2024,,chapter,,portico,,01/01/2024,,,,"Herzog, Dagmar",Princeton University Press,eng,,,,jantzen; disabled; children; practically educable; mentally disabled; school; impairments; intellectual disabilities; wolfgang jantzen; learningdisabled,17612,45,unigram; bigram; trigram,,,,,
ark://27927/phzg3m03dvg,References,Digital Demagogue,2018,10.2307/j.ctt21215dw.12,chapter,,portico,,20/02/2018,,,https://doi.org/10.2307/j.ctt21215dw.12,Christian Fuchs,Pluto Press,eng,301,319,,donald trump; online; trump donald; adorno theodor; fuchs christian; guardian online; fascism; suhrkamp adorno; cnn online; digital demagogue,6660,19,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/3732486,Review Article,The Modern Language Review,1989,,article,book-review,jstor,,01/07/1989,3,84,http://www.jstor.org/stable/3732486,Emmanuela Tandello; Jared Becker,Modern Humanities Research Association,eng,754,756,,geoffrey connell; fascist; brian tate; annunzio; becker; poetry; nelle acque; political; gareth walters; gli uomini,1854,3,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd6jf7mhc,6 MASS PARTIES AND CLIENTELISM IN FRANCE AND ITALY,"Clientelism, Interests, and Democratic RepresentationClientelism, Interests, and Democratic Representation",2009,10.1017/CBO9781139175340.007,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9781139175340.007,Simona Piattoni,Cambridge University Press,eng,122,151,,clientelism; parties; clientelism france; patronage; constituency; french; electoral; politicians; parties and clientelism; reggio calabria,11846,30,unigram; bigram; trigram,,,,,
ark://27927/phznr0dsfxm,INTRODUCTION:,Trickbox of Memory,2020,,chapter,,portico,,01/12/2020,,,,Rosalie Metro; Felicitas Macgilchrist,Punctum Books,eng,11,18,,memory; memory studies; reconceiving binaries; beyond memory; rothberg; teamwork vicarious; rosalie metro; fascism; rothberg memory; vicarious remembering,2056,8,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/40972338,The Reawakening of European Nationalisms,Social Research,1996,,article,research-article,jstor,,01/04/1996,1,63,http://www.jstor.org/stable/40972338,JACQUES RUPNIK,The New School,eng,41,75,,nationalism; reawakening; bosnia; europe; communism; european; ethnic; social research; serbia; political,10928,35,unigrams; bigrams; trigrams,,,,,
ark://27927/phw4nrt6q6,"4. Tarantella for U.S., Italian American, and Cosmopolitan Markets: Alessandra Belloni’s Performance from New York City to Honolulu",Global Tarantella,2017,,chapter,,portico,,01/01/2017,,,,"Inserra, Incoronata",University of Illinois Press,eng,139,170,,tarantella; italian; belloni; southern italian; italian folk; american; italian culture; italian folk music; black madonna; cosmopolitan markets,13847,32,unigram; bigram; trigram,,,,,
ark://27927/phz1knj4rfx,Concepts of Fascism in Contemporary Russia and the West,Political Studies Review,2005,10.1111/j.1478-9299.2005.00018.x,article,,portico,,01/01/2005,1,3,http://doi.org/10.1111/j.1478-9299.2005.00018.x,Andreas Umland,"John Wiley & Sons, Inc.",eng,34,49,,fascism; russian; umland; fascist studies; andreas umland; griffin; moskva; soviet; comparative fascist; faschismus,7592,16,unigram; bigram; trigram,,,,,
ark://27927/pbd1r2w7mnm,1 Nations and Fascisms,Transnational Neofascism in France and Italy,2015,10.1017/CBO9781139344449.003,chapter,,portico,,01/01/2015,,,https://doi.org/10.1017/CBO9781139344449.003,Andrea Mammone,Cambridge University Press,eng,31,61,,fascist; neofascist; pétain; france; extreme right; french; italian; political; mussolini; nations and fascisms,13097,31,unigram; bigram; trigram,,,,,
